,x,y,t,theta,rpms
0,839,494,0.03333333333333333,352.5685920288275,0.0
1,839,494,0.06666666666666667,352.5685920288275,0.0
2,839,494,0.1,352.5685920288275,0.0
3,839,494,0.13333333333333333,352.5685920288275,0.0
4,839,494,0.16666666666666666,352.5685920288275,0.0
5,839,494,0.19999999999999998,352.5685920288275,0.0
6,839,494,0.2333333333333333,352.5685920288275,0.0
7,839,494,0.26666666666666666,352.5685920288275,0.0
8,839,494,0.3,352.5685920288275,2.491120848394884
9,838,494,0.3333333333333333,352.5041423602701,5.570315557177909
10,837,492,0.36666666666666664,351.44444175658714,5.570315557177909
11,838,494,0.39999999999999997,352.5041423602701,2.491120848394884
12,839,494,0.4333333333333333,352.5685920288275,0.0
13,839,494,0.4666666666666666,352.5685920288275,0.0
14,839,494,0.49999999999999994,352.5685920288275,0.0
15,839,494,0.5333333333333333,352.5685920288275,0.0
16,839,494,0.5666666666666667,352.5685920288275,0.0
17,839,494,0.6,352.5685920288275,0.0
18,839,494,0.6333333333333333,352.5685920288275,17.614884446552082
19,838,487,0.6666666666666666,349.07719528013075,5.570315557177909
20,837,485,0.7,348.0091650209607,15.152896555061117
21,836,479,0.7333333333333333,345.00492087082404,5.570315557177909
22,835,477,0.7666666666666666,343.9183480431863,17.614884446552082
23,834,470,0.7999999999999999,340.4782697240798,22.281262228711636
24,830,462,0.8333333333333333,336.0876824482491,14.525605831236783
25,827,457,0.8666666666666666,333.21287327022856,26.945591856795335
26,821,448,0.8999999999999999,327.83560948640144,20.084058361919713
27,817,441,0.9333333333333332,323.8263709542279,24.66083822517291
28,810,434,0.9666666666666666,318.90854429445943,26.480977855580868
29,803,426,0.9999999999999999,313.58557678859785,19.456275798820453
30,797,421,1.0333333333333332,309.67724929223175,33.51460335013197
31,787,412,1.0666666666666667,303.00310069207643,25.647658891575393
32,778,407,1.1,297.89727103094765,16.710946671533673
33,772,404,1.1333333333333335,294.5671713206013,22.966999410265732
34,763,402,1.166666666666667,290.02608909411657,21.284145858724404
35,755,399,1.2000000000000004,285.73880143744947,15.755231615317632
36,749,397,1.2333333333333338,282.5829624940769,15.152896555061062
37,743,396,1.2666666666666673,279.54452556555816,17.614884446552022
38,736,395,1.3000000000000007,276.00900595749454,22.420087635553884
39,727,395,1.3333333333333341,271.50743575877493,19.92896678715901
40,719,395,1.3666666666666676,267.4886367328369,17.43784593876413
41,712,395,1.400000000000001,263.99099404250546,18.135633523792414
42,705,397,1.4333333333333345,260.3718438715133,20.084058361919645
43,697,398,1.466666666666668,256.3286928678042,16.710946671533673
44,691,401,1.5000000000000013,253.00917670801383,20.542308768220707
45,683,403,1.5333333333333348,248.85390582059233,15.755231615317632
46,677,405,1.5666666666666682,245.68069138881708,18.135633523792414
47,670,407,1.6000000000000016,242.10272896905235,17.963727904530163
48,664,411,1.633333333333335,238.523160650416,12.455604241974381
49,661,415,1.6666666666666685,236.16950192308292,24.660838225172828
50,654,422,1.700000000000002,231.1799242491831,11.140631114355779
51,650,424,1.7333333333333354,228.95755311412785,19.45627579882039
52,645,430,1.7666666666666688,225.0,12.455604241974381
53,641,433,1.8000000000000023,222.47917209228982,15.950956282731514
54,637,438,1.8333333333333357,219.21760767763595,12.455604241974381
55,633,441,1.8666666666666691,216.76902489880968,15.950956282731514
56,629,446,1.9000000000000026,213.55066201149998,20.084058361919645
57,625,453,1.933333333333336,209.49495581768767,14.525605831236735
58,622,458,1.9666666666666694,206.565051177078,8.98186395226514
